boroct2020,Neighborhood,Borough,Price,convenience_score,livability_score,affordability_score,combined_score,total_crimes,noise_complaint_count,total_mta_ridership,total_citibike_trips,total_businesses
2005300,Mott Haven/Hunts Point,Bronx,2200.0,0.18223375339757844,93.83356072441191,87.78998778998779,47.00789723890475,33.0,147,0.0,59.0,0.0
2005400,Mott Haven/Hunts Point,Bronx,2313.0,0.0,87.46157164064954,85.03052503052504,43.73078582032477,32.0,1301,0.0,0.0,0.0
2005600,Mott Haven/Hunts Point,Bronx,2313.0,0.0,94.32348680490432,85.03052503052504,47.16174340245216,20.0,432,0.0,0.0,0.0
2005902,Mott Haven/Hunts Point,Bronx,3100.0,0.0,90.62479958985318,65.81196581196582,45.31239979492659,17.0,1171,0.0,0.0,0.0
2006100,Mott Haven/Hunts Point,Bronx,3100.0,0.9297010130961206,90.40719310724687,65.81196581196582,45.668447060171495,54.0,152,0.0,301.0,0.0
2006200,Mott Haven/Hunts Point,Bronx,2313.0,0.0,90.50406793661195,85.03052503052504,45.25203396830597,40.0,535,0.0,0.0,0.0
2006301,Mott Haven/Hunts Point,Bronx,3100.0,3.125772176921176,44.002225903966576,65.81196581196582,23.563999040443875,187.0,4547,0.0,1012.0,0.0
2006302,Mott Haven/Hunts Point,Bronx,2512.5,2.0098314283181655,87.8807884405443,80.15873015873015,44.94530993443123,63.0,341,234.0,649.0,0.0
2006400,Mott Haven/Hunts Point,Bronx,2313.0,0.0,92.03695132511648,85.03052503052504,46.01847566255824,37.0,350,0.0,0.0,0.0
2006500,Mott Haven/Hunts Point,Bronx,3100.0,5.432287279055179,78.29750961877089,65.81196581196582,41.86489844891303,121.0,376,139293.0,745.0,0.0
2006700,Mott Haven/Hunts Point,Bronx,3160.0,0.7320237212750186,84.2321602445636,64.34676434676436,42.48209198291931,62.0,1014,0.0,237.0,0.0
2006800,Mott Haven/Hunts Point,Bronx,2313.0,0.0,95.69783775087686,85.03052503052504,47.84891887543843,17.0,275,0.0,0.0,0.0
2006900,Mott Haven/Hunts Point,Bronx,3100.0,0.41697553743513716,85.11568727258602,65.81196581196582,42.766331405010575,74.0,515,0.0,135.0,0.0
2007000,Mott Haven/Hunts Point,Bronx,2313.0,0.7716446932146429,84.733446717378,85.03052503052504,42.75254570529632,30.0,1840,34327.0,0.0,0.0
2007100,Mott Haven/Hunts Point,Bronx,3100.0,1.0532493204843094,79.94604913039862,65.81196581196582,40.499649225441466,100.0,685,0.0,341.0,0.0
2007200,Mott Haven/Hunts Point,Bronx,2313.0,3.338121410347192,93.25874319613277,85.03052503052504,48.29843230323998,27.0,420,148498.0,0.0,0.0
2007300,Mott Haven/Hunts Point,Bronx,3160.0,0.8648381517173215,84.6928424764336,64.34676434676436,42.77884031407546,70.0,704,0.0,280.0,0.0
2007400,Mott Haven/Hunts Point,Bronx,2313.0,0.0,97.60471624854927,85.03052503052504,48.80235812427463,7.0,224,0.0,0.0,0.0
2007500,Mott Haven/Hunts Point,Bronx,3160.0,1.5060325001244148,91.99583403419625,64.34676434676436,46.750933267160335,34.0,443,36081.0,225.0,0.0
2007600,Mott Haven/Hunts Point,Bronx,2313.0,0.0,90.14291740005328,85.03052503052504,45.07145870002664,31.0,856,0.0,0.0,0.0
2007700,Mott Haven/Hunts Point,Bronx,2737.5,0.22547566098344451,95.93384073975943,74.66422466422466,48.07965820037144,21.0,119,0.0,73.0,0.0
2007800,Mott Haven/Hunts Point,Bronx,2313.0,0.0,93.61903254166057,85.03052503052504,46.80951627083029,19.0,585,0.0,0.0,0.0
2007900,Mott Haven/Hunts Point,Bronx,3160.0,1.6018493844776416,88.2985943530055,64.34676434676436,44.95022186874157,53.0,553,47351.0,174.0,0.0
2008300,Mott Haven/Hunts Point,Bronx,3160.0,1.1012651285021124,87.93119560066975,64.34676434676436,44.51623036458593,39.0,1018,42395.0,48.0,0.0
2008400,Mott Haven/Hunts Point,Bronx,2313.0,0.0,98.27519927410758,85.03052503052504,49.13759963705379,8.0,77,0.0,0.0,0.0
2008500,Mott Haven/Hunts Point,Bronx,3160.0,1.0918754987996813,87.8903898043777,64.34676434676436,44.49113265158869,29.0,1311,26863.0,158.0,0.0
2008600,Mott Haven/Hunts Point,Bronx,2313.0,0.0,94.58034161066176,85.03052503052504,47.29017080533088,28.0,158,0.0,0.0,0.0
2009000,Mott Haven/Hunts Point,Bronx,2313.0,0.0,85.05941668416534,85.03052503052504,42.52970834208267,48.0,1268,0.0,0.0,0.0
2009200,Mott Haven/Hunts Point,Bronx,2450.0,0.0,91.74999147970576,81.6849816849817,45.87499573985288,33.0,515,0.0,0.0,0.0
